# from Marlas deimos archive
# gmag  9000
27.0 0.434
26.5 0.596
26.0 0.824
25.5 1.143
25.0 1.592
24.5 2.221
24.0 3.102
23.5 4.332
23.0 6.038
22.5 8.393
22.0 11.619
21.5 15.998
21.0 21.883
20.5 29.699
20.0 39.940
19.5 53.159
19.0 69.938
18.5 90.838
18.0 116.333
17.5 146.714
17.0 181.984
16.5 221.742
16.0 265.077
15.5 310.501
15.0 355.942
